"codigo_funcionario";"email_funcionario";"codigo_beneficio";"codigo_empresa";"tipo_beneficio";"valor_beneficio"
4847;"";2;6;"2";"964"
4848;"";1;5;"1";"1012"
4849;"";2;8;"2";"849"
4850;"";1;2;"1";"795"
4851;"";1;8;"1";"814"
4852;"";2;1;"2";"824"
4853;"";1;2;"1";"881"
4854;"";1;6;"1";"525"
4855;"";2;8;"2";"504"
4856;"";1;8;"1";"707"
4857;"";1;7;"1";"715"
4858;"";1;4;"1";"958"
4859;"";2;7;"2";"656"
4860;"";2;3;"2";"822"
4861;"";2;8;"2";"991"
4862;"";1;2;"1";"700"
4863;"";1;6;"1";"859"
4864;"";2;2;"2";"950"
4865;"";1;3;"1";"922"
4866;"";2;5;"2";"591"
4867;"";2;8;"2";"631"
4868;"";1;7;"1";"591"
4869;"";2;4;"2";"657"
4870;"";2;4;"2";"960"
4871;"";1;1;"1";"824"
4872;"";1;7;"1";"597"
4873;"";1;4;"1";"756"
4874;"";1;7;"1";"877"
4875;"";1;5;"1";"876"
4876;"";1;2;"1";"502"
4877;"";1;4;"1";"918"
4878;"";1;5;"1";"1006"
4879;"";2;8;"2";"787"
4880;"";1;2;"1";"878"
4881;"";2;1;"2";"585"
4882;"";1;2;"1";"905"
4883;"";2;4;"2";"1050"
4884;"";2;2;"2";"960"
4885;"";2;2;"2";"695"
4886;"";2;6;"2";"867"
4887;"";1;4;"1";"509"
4888;"";1;8;"1";"868"
4889;"";2;1;"2";"704"
4890;"";2;1;"2";"891"
4891;"";2;5;"2";"753"
4892;"";1;2;"1";"757"
4893;"";1;6;"1";"840"
4894;"";2;8;"2";"1040"
4895;"";2;2;"2";"567"
4896;"";1;6;"1";"815"
4897;"";2;6;"2";"1005"
4898;"";1;7;"1";"663"
4899;"";1;6;"1";"744"
4900;"";1;5;"1";"620"
4901;"";2;2;"2";"917"
4902;"";2;1;"2";"548"
4903;"";1;7;"1";"1049"
4904;"";2;3;"2";"649"
4905;"";2;4;"2";"788"
4906;"";1;1;"1";"824"
4907;"";2;4;"2";"787"
4908;"";2;6;"2";"864"
4909;"";1;1;"1";"780"
4910;"";2;5;"2";"800"
4911;"";1;1;"1";"1010"
4912;"";1;2;"1";"943"
4913;"";1;1;"1";"652"
4914;"";1;5;"1";"884"
4915;"";1;5;"1";"615"
4916;"";2;6;"2";"801"
4917;"";2;8;"2";"708"
4918;"";2;5;"2";"681"
4919;"";1;1;"1";"765"
4920;"";2;8;"2";"840"
4921;"";1;5;"1";"810"
4922;"";1;1;"1";"577"
4923;"";2;4;"2";"912"
4924;"";1;5;"1";"592"
4925;"";2;4;"2";"935"
4926;"";2;7;"2";"503"
4927;"";1;8;"1";"737"
4928;"";2;4;"2";"645"
4929;"";1;5;"1";"557"
4930;"";2;7;"2";"750"
4931;"";1;5;"1";"817"
4932;"";1;2;"1";"762"
4933;"";2;8;"2";"938"
4934;"";1;7;"1";"576"
4935;"";1;6;"1";"1005"
4936;"";1;3;"1";"904"
4937;"";1;6;"1";"758"
4938;"";1;1;"1";"686"
4939;"";2;1;"2";"553"
4940;"";2;7;"2";"835"
4941;"";1;1;"1";"820"
4942;"";2;6;"2";"854"
4943;"";1;4;"1";"971"
4944;"";2;8;"2";"890"
4945;"";1;6;"1";"1022"
4946;"";2;6;"2";"975"
4947;"";2;4;"2";"821"
4948;"";1;8;"1";"928"
4949;"";1;5;"1";"580"
4950;"";2;4;"2";"973"
4951;"";2;6;"2";"872"
4952;"";2;6;"2";"710"
4953;"";1;2;"1";"562"
4954;"";1;4;"1";"939"
4955;"";2;4;"2";"722"
4956;"";1;5;"1";"914"
4957;"";2;3;"2";"665"
4958;"";1;2;"1";"661"
4959;"";1;7;"1";"552"
4960;"";2;4;"2";"741"
4961;"";1;2;"1";"548"
4962;"";2;5;"2";"826"
4963;"";1;8;"1";"650"
4964;"";2;6;"2";"538"
4965;"";2;2;"2";"992"
4966;"";2;3;"2";"893"
4967;"";2;1;"2";"937"
4968;"";2;7;"2";"808"
4969;"";1;5;"1";"840"
4970;"";2;6;"2";"762"
4971;"";2;6;"2";"935"
4972;"";2;7;"2";"927"
4973;"";2;7;"2";"987"
4974;"";1;4;"1";"566"
4975;"";2;7;"2";"524"
4976;"";1;7;"1";"648"
4977;"";1;1;"1";"747"
4978;"";2;2;"2";"601"
4979;"";1;6;"1";"663"
4980;"";2;3;"2";"738"
4981;"";2;4;"2";"675"
4982;"";1;1;"1";"782"
4983;"";2;8;"2";"1019"
4984;"";1;2;"1";"733"
4985;"";1;7;"1";"912"
4986;"";1;2;"1";"786"
4987;"";1;4;"1";"715"
4988;"";2;7;"2";"623"
4989;"";1;8;"1";"627"
4990;"";2;8;"2";"973"
4991;"";2;7;"2";"536"
4992;"";1;4;"1";"708"
4993;"";1;4;"1";"573"
4994;"";1;8;"1";"809"
4995;"";2;4;"2";"876"
4996;"";1;5;"1";"666"
4997;"";1;6;"1";"502"
4998;"";1;7;"1";"503"
4999;"";2;5;"2";"1005"
5000;"";2;4;"2";"1032"
5001;"";1;1;"1";"668"
5002;"";2;3;"2";"1033"
5003;"";1;2;"1";"902"
5004;"";2;7;"2";"764"
5005;"";1;8;"1";"660"
5006;"";2;1;"2";"1007"
5007;"";1;7;"1";"902"
5008;"";2;4;"2";"710"
5009;"";2;7;"2";"850"
5010;"";2;4;"2";"517"
5011;"";1;8;"1";"559"
5012;"";1;1;"1";"552"
5013;"";2;3;"2";"886"
5014;"";2;1;"2";"559"
5015;"";1;5;"1";"731"
5016;"";2;2;"2";"862"
5017;"";1;3;"1";"560"
5018;"";2;4;"2";"781"
5019;"";2;8;"2";"504"
5020;"";1;7;"1";"677"
5021;"";1;5;"1";"968"
5022;"";1;3;"1";"926"
5023;"";2;3;"2";"852"
5024;"";2;8;"2";"607"
5025;"";2;8;"2";"628"
5026;"";2;8;"2";"890"
5027;"";1;4;"1";"556"
5028;"";1;1;"1";"682"
5029;"";2;8;"2";"1046"
5030;"";2;8;"2";"656"
5031;"";2;8;"2";"897"
5032;"";1;8;"1";"1028"
5033;"";1;8;"1";"747"
5034;"";1;4;"1";"510"
5035;"";2;8;"2";"621"
5036;"";2;4;"2";"726"
5037;"";2;2;"2";"895"
5038;"";1;5;"1";"704"
5039;"";2;5;"2";"803"
5040;"";1;6;"1";"501"
5041;"";1;2;"1";"771"
5042;"";2;7;"2";"692"
5043;"";2;4;"2";"577"
5044;"";1;6;"1";"897"
5045;"";1;4;"1";"872"
5046;"";1;1;"1";"677"
5047;"";1;7;"1";"878"
5048;"";2;4;"2";"807"
5049;"";2;3;"2";"1006"
5050;"";1;2;"1";"835"
5051;"";2;8;"2";"919"
5052;"";2;3;"2";"861"
5053;"";1;1;"1";"856"
5054;"";2;6;"2";"794"
5055;"";2;1;"2";"709"
5056;"";2;2;"2";"757"
5057;"";1;2;"1";"1030"
5058;"";2;5;"2";"727"
5059;"";2;1;"2";"919"
5060;"";2;6;"2";"516"
5061;"";2;8;"2";"672"
5062;"";2;3;"2";"953"
5063;"";2;6;"2";"675"
5064;"";2;2;"2";"739"
5065;"";1;1;"1";"786"
5066;"";1;7;"1";"726"
5067;"";2;1;"2";"863"
5068;"";1;4;"1";"949"
5069;"";2;4;"2";"736"
5070;"";1;3;"1";"685"
5071;"";2;6;"2";"886"
5072;"";2;6;"2";"964"
5073;"";1;3;"1";"859"
5074;"";1;3;"1";"530"
5075;"";1;3;"1";"941"
5076;"";1;2;"1";"582"
5077;"";1;2;"1";"519"
5078;"";2;8;"2";"1019"
5079;"";1;1;"1";"584"
5080;"";1;2;"1";"527"
5081;"";1;5;"1";"808"
5082;"";1;7;"1";"801"
5083;"";2;2;"2";"851"
5084;"";2;1;"2";"932"
5085;"";1;5;"1";"609"
5086;"";1;6;"1";"806"
5087;"";1;4;"1";"965"
5088;"";2;8;"2";"827"
5089;"";1;4;"1";"853"
5090;"";1;5;"1";"864"
5091;"";1;8;"1";"859"
5092;"";2;4;"2";"854"
5093;"";2;6;"2";"1016"
5094;"";1;1;"1";"809"
5095;"";1;6;"1";"909"
5096;"";2;6;"2";"630"
5097;"";1;5;"1";"658"
5098;"";1;7;"1";"548"
5099;"";2;6;"2";"551"
5100;"";2;7;"2";"717"
5101;"";1;4;"1";"564"
5102;"";1;1;"1";"957"
5103;"";2;2;"2";"1042"
5104;"";1;8;"1";"917"
5105;"";1;4;"1";"713"
5106;"";2;2;"2";"895"
5107;"";1;7;"1";"921"
5108;"";2;5;"2";"814"
5109;"";1;2;"1";"727"
5110;"";2;1;"2";"618"
5111;"";2;2;"2";"527"
5112;"";2;1;"2";"994"
5113;"";2;3;"2";"876"
5114;"";1;5;"1";"760"
5115;"";2;1;"2";"1035"
5116;"";2;3;"2";"501"
5117;"";2;3;"2";"581"
5118;"";1;2;"1";"998"
5119;"";2;3;"2";"516"
5120;"";1;2;"1";"948"
5121;"";2;2;"2";"614"
5122;"";1;8;"1";"771"
5123;"";2;2;"2";"839"
5124;"";2;8;"2";"635"
5125;"";2;3;"2";"943"
5126;"";2;1;"2";"617"
5127;"";1;8;"1";"692"
5128;"";1;6;"1";"677"
5129;"";2;5;"2";"897"
5130;"";2;8;"2";"525"
5131;"";1;3;"1";"875"
5132;"";2;4;"2";"677"
5133;"";1;8;"1";"796"
5134;"";2;8;"2";"571"
5135;"";2;1;"2";"988"
5136;"";1;6;"1";"757"
5137;"";2;4;"2";"934"
5138;"";1;8;"1";"1050"
5139;"";2;8;"2";"845"
5140;"";1;2;"1";"725"
5141;"";2;1;"2";"697"
5142;"";1;1;"1";"520"
5143;"";2;3;"2";"510"
5144;"";1;6;"1";"826"
5145;"";2;7;"2";"1026"
5146;"";2;4;"2";"772"
5147;"";2;5;"2";"899"
5148;"";2;1;"2";"912"
5149;"";1;7;"1";"775"
5150;"";2;4;"2";"943"
5151;"";1;1;"1";"750"
5152;"";1;7;"1";"686"
5153;"";2;6;"2";"562"
5154;"";2;1;"2";"675"
5155;"";2;6;"2";"706"
5156;"";2;3;"2";"786"
5157;"";2;8;"2";"765"
5158;"";2;3;"2";"814"
5159;"";2;2;"2";"851"
5160;"";1;1;"1";"795"
5161;"";2;5;"2";"850"
5162;"";1;2;"1";"569"
5163;"";1;3;"1";"529"
5164;"";1;5;"1";"651"
5165;"";1;5;"1";"1027"
5166;"";1;5;"1";"644"
5167;"";2;6;"2";"1036"
5168;"";1;7;"1";"835"
5169;"";2;4;"2";"593"
5170;"";2;8;"2";"986"
5171;"";2;2;"2";"662"
5172;"";2;4;"2";"511"
5173;"";1;6;"1";"1014"
5174;"";1;2;"1";"580"
5175;"";1;1;"1";"755"
5176;"";2;7;"2";"609"
5177;"";2;2;"2";"622"
5178;"";1;1;"1";"640"
5179;"";2;4;"2";"705"
5180;"";1;6;"1";"965"
5181;"";1;6;"1";"965"
5182;"";2;3;"2";"904"
5183;"";2;2;"2";"1027"
5184;"";2;4;"2";"649"
5185;"";1;8;"1";"923"
5186;"";2;2;"2";"791"
5187;"";1;7;"1";"811"
5188;"";2;1;"2";"557"
5189;"";1;8;"1";"511"
5190;"";2;8;"2";"564"
5191;"";1;1;"1";"571"
5192;"";2;4;"2";"753"
5193;"";1;8;"1";"680"
5194;"";1;1;"1";"918"
5195;"";2;3;"2";"1026"
5196;"";1;2;"1";"1008"
5197;"";2;4;"2";"987"
5198;"";1;3;"1";"983"
5199;"";1;1;"1";"526"
5200;"";2;1;"2";"669"
5201;"";2;7;"2";"993"
5202;"";1;6;"1";"1022"
5203;"";1;4;"1";"897"
5204;"";1;7;"1";"646"
5205;"";2;6;"2";"631"
5206;"";2;2;"2";"1029"
5207;"";1;8;"1";"941"
5208;"";2;7;"2";"613"
5209;"";2;3;"2";"954"
5210;"";1;2;"1";"569"
5211;"";2;6;"2";"862"
5212;"";2;5;"2";"1026"
5213;"";1;3;"1";"522"
5214;"";1;8;"1";"633"
5215;"";1;8;"1";"957"
5216;"";2;3;"2";"1023"
5217;"";2;3;"2";"715"
5218;"";2;7;"2";"781"
5219;"";1;4;"1";"996"
5220;"";1;6;"1";"630"
5221;"";1;8;"1";"957"
5222;"";2;4;"2";"671"
5223;"";2;2;"2";"920"
5224;"";2;4;"2";"571"
5225;"";1;1;"1";"728"
5226;"";2;7;"2";"1021"
5227;"";2;1;"2";"547"
5228;"";1;7;"1";"598"
5229;"";2;1;"2";"850"
5230;"";1;5;"1";"1022"
5231;"";2;2;"2";"940"
5232;"";1;2;"1";"888"
5233;"";2;3;"2";"750"
5234;"";2;1;"2";"738"
5235;"";2;4;"2";"1048"
5236;"";2;4;"2";"666"
5237;"";2;4;"2";"843"
5238;"";2;5;"2";"785"
5239;"";2;4;"2";"971"
5240;"";2;7;"2";"867"
5241;"";2;6;"2";"699"
5242;"";1;2;"1";"989"
5243;"";1;4;"1";"571"
5244;"";2;1;"2";"602"
5245;"";2;4;"2";"537"
5246;"";2;5;"2";"531"
5247;"";2;8;"2";"685"
5248;"";2;8;"2";"642"
5249;"";2;3;"2";"899"
5250;"";2;5;"2";"861"
5251;"";1;4;"1";"577"
5252;"";1;4;"1";"718"
5253;"";1;5;"1";"866"
5254;"";1;2;"1";"589"
5255;"";1;6;"1";"692"
5256;"";1;6;"1";"587"
5257;"";1;3;"1";"555"
5258;"";2;3;"2";"589"
5259;"";2;7;"2";"887"
5260;"";2;1;"2";"886"
5261;"";1;7;"1";"830"
5262;"";2;4;"2";"1024"
5263;"";1;4;"1";"802"
5264;"";1;3;"1";"1009"
5265;"";1;6;"1";"867"
5266;"";2;7;"2";"531"
5267;"";1;8;"1";"767"
5268;"";1;6;"1";"549"
5269;"";1;1;"1";"557"
5270;"";2;3;"2";"508"
5271;"";2;5;"2";"674"
5272;"";2;7;"2";"588"
5273;"";2;5;"2";"522"
5274;"";1;7;"1";"944"
5275;"";1;8;"1";"660"
5276;"";2;7;"2";"640"
5277;"";2;8;"2";"897"
5278;"";1;4;"1";"651"
5279;"";2;5;"2";"1043"
5280;"";1;4;"1";"547"
5281;"";2;7;"2";"536"
5282;"";2;7;"2";"783"
5283;"";1;4;"1";"640"
5284;"";2;7;"2";"971"
5285;"";1;4;"1";"694"
5286;"";1;8;"1";"786"
5287;"";2;6;"2";"831"
5288;"";2;7;"2";"744"
5289;"";2;4;"2";"952"
5290;"";1;8;"1";"882"
5291;"";1;5;"1";"847"
5292;"";1;8;"1";"511"
5293;"";1;1;"1";"788"
5294;"";1;2;"1";"880"
5295;"";1;8;"1";"656"
5296;"";2;7;"2";"1044"
5297;"";1;7;"1";"883"
5298;"";1;8;"1";"561"
5299;"";1;7;"1";"673"
5300;"";2;5;"2";"925"
5301;"";2;6;"2";"593"
5302;"";1;3;"1";"1001"
5303;"";2;5;"2";"671"
5304;"";1;2;"1";"874"
5305;"";1;4;"1";"518"
5306;"";1;2;"1";"961"
5307;"";2;3;"2";"986"
5308;"";1;3;"1";"908"
5309;"";1;1;"1";"1039"
5310;"";1;8;"1";"1001"
5311;"";1;8;"1";"1023"
5312;"";2;5;"2";"967"
5313;"";1;3;"1";"906"
5314;"";2;6;"2";"1015"
5315;"";1;3;"1";"687"
5316;"";2;3;"2";"569"
5317;"";1;3;"1";"585"
5318;"";2;2;"2";"793"
5319;"";1;4;"1";"614"
5320;"";1;1;"1";"814"
5321;"";1;3;"1";"900"
5322;"";1;8;"1";"968"
5323;"";1;3;"1";"703"
5324;"";2;1;"2";"846"
5325;"";2;8;"2";"1011"
5326;"";1;6;"1";"858"
5327;"";2;7;"2";"614"
5328;"";1;8;"1";"1003"
5329;"";1;8;"1";"963"
5330;"";1;1;"1";"792"
5331;"";1;8;"1";"894"
5332;"";1;4;"1";"639"
5333;"";1;1;"1";"884"
5334;"";1;2;"1";"515"
5335;"";1;3;"1";"538"
5336;"";2;7;"2";"584"
5337;"";1;2;"1";"623"
5338;"";1;3;"1";"800"
5339;"";1;6;"1";"767"
5340;"";1;4;"1";"999"
5341;"";2;3;"2";"553"
5342;"";2;7;"2";"718"
5343;"";2;6;"2";"651"
5344;"";2;6;"2";"1023"
5345;"";2;5;"2";"842"
5346;"";2;8;"2";"640"
5347;"";2;2;"2";"844"
5348;"";1;1;"1";"685"
5349;"";1;1;"1";"727"
5350;"";2;3;"2";"964"
5351;"";2;5;"2";"733"
5352;"";1;6;"1";"879"
5353;"";1;1;"1";"520"
5354;"";2;1;"2";"895"
5355;"";1;5;"1";"935"
5356;"";1;1;"1";"800"
5357;"";1;4;"1";"995"
5358;"";2;3;"2";"591"
5359;"";1;6;"1";"645"
5360;"";1;5;"1";"841"
5361;"";1;3;"1";"1006"
5362;"";1;5;"1";"529"
5363;"";2;1;"2";"691"
5364;"";2;7;"2";"501"
5365;"";1;4;"1";"1046"
5366;"";2;5;"2";"557"
5367;"";2;8;"2";"870"
5368;"";2;2;"2";"930"
5369;"";2;6;"2";"941"
5370;"";2;4;"2";"847"
5371;"";2;2;"2";"986"
5372;"";2;5;"2";"512"
5373;"";2;4;"2";"702"
5374;"";2;3;"2";"802"
5375;"";1;1;"1";"647"
5376;"";2;5;"2";"899"
5377;"";1;8;"1";"959"
5378;"";2;8;"2";"798"
5379;"";1;2;"1";"719"
5380;"";1;5;"1";"821"
5381;"";1;2;"1";"727"
5382;"";1;4;"1";"622"
5383;"";1;3;"1";"840"
5384;"";1;7;"1";"802"
5385;"";1;1;"1";"1006"
5386;"";1;5;"1";"1050"
5387;"";1;7;"1";"806"
5388;"";2;8;"2";"851"
5389;"";1;7;"1";"768"
5390;"";1;4;"1";"599"
5391;"";2;2;"2";"870"
5392;"";2;4;"2";"537"
5393;"";2;2;"2";"525"
5394;"";1;6;"1";"843"
5395;"";1;3;"1";"1016"
5396;"";2;4;"2";"1007"
5397;"";1;2;"1";"1012"
5398;"";1;1;"1";"776"
5399;"";1;4;"1";"935"
5400;"";1;4;"1";"792"
5401;"";1;6;"1";"1013"
5402;"";1;7;"1";"517"
5403;"";1;2;"1";"1031"
5404;"";1;7;"1";"869"
5405;"";1;3;"1";"1023"
5406;"";1;4;"1";"1011"
5407;"";1;7;"1";"1046"
5408;"";2;8;"2";"903"
5409;"";2;6;"2";"666"
5410;"";1;8;"1";"997"
5411;"";2;4;"2";"820"
5412;"";1;2;"1";"500"
5413;"";1;3;"1";"510"
5414;"";1;5;"1";"1036"
5415;"";2;2;"2";"854"
5416;"";2;3;"2";"532"
5417;"";2;4;"2";"969"
5418;"";1;6;"1";"542"
5419;"";1;2;"1";"816"
5420;"";1;6;"1";"527"
5421;"";1;7;"1";"943"
5422;"";2;7;"2";"525"
5423;"";2;6;"2";"561"
5424;"";2;3;"2";"646"
5425;"";1;6;"1";"933"
5426;"";2;6;"2";"676"
5427;"";2;5;"2";"931"
5428;"";1;3;"1";"531"
5429;"";2;4;"2";"1004"
5430;"";2;6;"2";"875"
5431;"";2;5;"2";"561"
5432;"";2;4;"2";"800"
5433;"";1;8;"1";"548"
5434;"";2;6;"2";"1028"
5435;"";1;2;"1";"805"
5436;"";1;2;"1";"918"
5437;"";1;7;"1";"626"
5438;"";1;8;"1";"833"
5439;"";2;4;"2";"1013"
5440;"";1;7;"1";"537"
5441;"";1;3;"1";"643"
5442;"";2;8;"2";"982"
5443;"";2;6;"2";"1035"
5444;"";1;6;"1";"737"
5445;"";1;5;"1";"667"
5446;"";1;3;"1";"1028"
5447;"";1;3;"1";"603"
5448;"";1;1;"1";"508"
5449;"";2;3;"2";"857"
5450;"";2;4;"2";"810"
5451;"";2;8;"2";"897"
5452;"";1;4;"1";"731"
5453;"";2;4;"2";"578"
5454;"";2;8;"2";"787"
5455;"";2;6;"2";"1037"
5456;"";2;2;"2";"733"
5457;"";2;8;"2";"557"
5458;"";2;7;"2";"564"
5459;"";1;7;"1";"683"
5460;"";1;6;"1";"849"
5461;"";2;3;"2";"500"
5462;"";2;7;"2";"545"
5463;"";2;7;"2";"953"
5464;"";1;3;"1";"940"
5465;"";1;4;"1";"581"
5466;"";2;2;"2";"882"
5467;"";1;2;"1";"674"
5468;"";2;4;"2";"599"
5469;"";1;4;"1";"503"
5470;"";2;6;"2";"702"
5471;"";2;4;"2";"909"
5472;"";2;5;"2";"740"
5473;"";2;1;"2";"522"
5474;"";2;3;"2";"586"
5475;"";1;7;"1";"701"
5476;"";2;1;"2";"921"
5477;"";2;7;"2";"739"
5478;"";2;8;"2";"906"
5479;"";1;5;"1";"1013"
5480;"";2;6;"2";"953"
5481;"";2;6;"2";"569"
5482;"";2;5;"2";"593"
5483;"";1;3;"1";"615"
5484;"";1;6;"1";"726"
5485;"";2;2;"2";"650"
5486;"";1;8;"1";"654"
5487;"";1;8;"1";"565"
5488;"";1;4;"1";"823"
5489;"";2;5;"2";"978"
5490;"";2;1;"2";"756"
5491;"";1;6;"1";"738"
5492;"";1;6;"1";"935"
5493;"";1;8;"1";"1046"
5494;"";1;1;"1";"897"
5495;"";1;5;"1";"814"
5496;"";2;6;"2";"617"
5497;"";1;2;"1";"863"
5498;"";2;2;"2";"705"
5499;"";2;4;"2";"690"
5500;"";1;8;"1";"854"
5501;"";2;1;"2";"1031"
5502;"";1;5;"1";"556"
5503;"";2;1;"2";"943"
5504;"";2;8;"2";"586"
5505;"";2;7;"2";"977"
5506;"";1;4;"1";"668"
5507;"";1;7;"1";"919"
5508;"";2;5;"2";"611"
5509;"";1;6;"1";"885"
5510;"";2;6;"2";"652"
5511;"";2;8;"2";"592"
5512;"";2;5;"2";"585"
5513;"";2;8;"2";"702"
5514;"";2;2;"2";"1044"
5515;"";2;1;"2";"781"
5516;"";2;7;"2";"887"
5517;"";1;3;"1";"561"
5518;"";2;3;"2";"714"
5519;"";1;4;"1";"595"
5520;"";1;3;"1";"955"
5521;"";1;7;"1";"768"
5522;"";1;4;"1";"573"
5523;"";2;2;"2";"954"
5524;"";1;4;"1";"521"
5525;"";2;5;"2";"651"
5526;"";1;3;"1";"781"
5527;"";1;3;"1";"950"
5528;"";1;7;"1";"728"
5529;"";2;7;"2";"532"
5530;"";2;7;"2";"1022"
5531;"";1;4;"1";"660"
5532;"";2;5;"2";"1019"
5533;"";1;5;"1";"835"
5534;"";1;2;"1";"712"
5535;"";2;5;"2";"774"
5536;"";2;3;"2";"649"
5537;"";2;7;"2";"1015"
5538;"";2;5;"2";"967"
5539;"";2;5;"2";"624"
5540;"";2;1;"2";"921"
5541;"";2;2;"2";"1030"
5542;"";1;1;"1";"1038"
5543;"";2;8;"2";"982"
5544;"";2;8;"2";"787"
5545;"";1;6;"1";"702"
5546;"";1;1;"1";"632"
5547;"";1;6;"1";"852"
5548;"";2;8;"2";"650"
5549;"";1;3;"1";"762"
5550;"";2;5;"2";"635"
5551;"";2;8;"2";"609"
5552;"";1;1;"1";"631"
5553;"";1;7;"1";"683"
5554;"";2;1;"2";"922"
5555;"";2;7;"2";"666"
5556;"";2;6;"2";"606"
5557;"";2;8;"2";"561"
5558;"";1;4;"1";"817"
5559;"";2;4;"2";"779"
5560;"";1;3;"1";"841"
5561;"";2;6;"2";"568"
5562;"";1;8;"1";"945"
5563;"";1;7;"1";"775"
5564;"";1;7;"1";"1049"
5565;"";1;8;"1";"565"
5566;"";1;1;"1";"653"
5567;"";2;5;"2";"1049"
5568;"";1;1;"1";"949"
5569;"";2;3;"2";"746"
5570;"";2;5;"2";"695"
5571;"";2;3;"2";"987"
5572;"";2;5;"2";"891"
5573;"";2;5;"2";"799"
5574;"";2;2;"2";"908"
5575;"";2;7;"2";"938"
5576;"";2;4;"2";"700"
5577;"";2;1;"2";"697"
5578;"";2;5;"2";"955"
5579;"";1;6;"1";"555"
5580;"";1;6;"1";"972"
5581;"";2;2;"2";"666"
5582;"";1;1;"1";"926"
5583;"";1;3;"1";"959"
5584;"";1;5;"1";"834"
5585;"";1;1;"1";"528"
5586;"";1;8;"1";"638"
5587;"";1;2;"1";"764"
5588;"";1;6;"1";"545"
5589;"";2;8;"2";"1041"
5590;"";1;2;"1";"951"
5591;"";1;8;"1";"787"
5592;"";1;7;"1";"526"
5593;"";1;4;"1";"606"
5594;"";1;1;"1";"1037"
5595;"";1;6;"1";"780"
5596;"";1;2;"1";"570"
5597;"";2;1;"2";"704"
5598;"";2;5;"2";"658"
5599;"";1;7;"1";"822"
5600;"";1;3;"1";"686"
5601;"";1;4;"1";"750"
5602;"";2;7;"2";"726"
5603;"";2;4;"2";"649"
5604;"";1;4;"1";"741"
5605;"";2;5;"2";"884"
5606;"";2;6;"2";"864"
5607;"";2;5;"2";"677"
5608;"";2;7;"2";"985"
5609;"";2;1;"2";"822"
5610;"";1;8;"1";"801"
5611;"";1;1;"1";"747"
5612;"";1;6;"1";"888"
5613;"";2;2;"2";"700"
5614;"";1;5;"1";"507"
5615;"";1;3;"1";"920"
5616;"";2;8;"2";"748"
5617;"";1;2;"1";"715"
5618;"";1;1;"1";"779"
5619;"";2;7;"2";"705"
5620;"";2;7;"2";"563"
5621;"";2;7;"2";"626"
5622;"";1;1;"1";"622"
5623;"";2;3;"2";"700"
5624;"";2;2;"2";"664"
5625;"";2;7;"2";"930"
5626;"";2;6;"2";"535"
5627;"";2;5;"2";"672"
5628;"";2;3;"2";"975"
5629;"";1;5;"1";"860"
5630;"";2;8;"2";"981"
5631;"";2;3;"2";"514"
5632;"";1;5;"1";"915"
5633;"";1;3;"1";"818"
5634;"";1;5;"1";"794"
5635;"";2;4;"2";"922"
5636;"";2;3;"2";"946"
5637;"";2;4;"2";"1004"
5638;"";2;8;"2";"943"
5639;"";1;6;"1";"721"
5640;"";1;4;"1";"895"
5641;"";1;5;"1";"656"
5642;"";2;7;"2";"587"
5643;"";1;2;"1";"1019"
5644;"";2;1;"2";"508"
5645;"";2;1;"2";"857"
5646;"";1;5;"1";"951"
5647;"";1;3;"1";"1045"
5648;"";1;8;"1";"977"
5649;"";2;1;"2";"696"
5650;"";1;5;"1";"852"
5651;"";1;4;"1";"828"
5652;"";1;8;"1";"500"
5653;"";2;6;"2";"621"
5654;"";1;6;"1";"701"
5655;"";1;3;"1";"949"
5656;"";1;1;"1";"1016"
5657;"";1;7;"1";"843"
5658;"";1;1;"1";"775"
5659;"";2;3;"2";"981"
5660;"";1;4;"1";"914"
5661;"";2;7;"2";"992"
5662;"";2;1;"2";"508"
5663;"";2;7;"2";"615"
5664;"";2;8;"2";"835"
5665;"";2;1;"2";"728"
5666;"";2;4;"2";"667"
5667;"";2;7;"2";"808"
5668;"";1;7;"1";"871"
5669;"";2;6;"2";"993"
5670;"";1;7;"1";"727"
5671;"";2;6;"2";"1035"
5672;"";2;6;"2";"626"
5673;"";2;2;"2";"690"
5674;"";1;3;"1";"735"
5675;"";1;4;"1";"829"
5676;"";2;2;"2";"892"
5677;"";2;2;"2";"996"
5678;"";1;6;"1";"547"
5679;"";2;6;"2";"696"
5680;"";1;7;"1";"816"
5681;"";2;7;"2";"1001"
5682;"";2;6;"2";"770"
5683;"";1;2;"1";"637"
5684;"";2;4;"2";"827"
5685;"";2;5;"2";"507"
5686;"";1;2;"1";"943"
5687;"";1;8;"1";"967"
5688;"";2;6;"2";"929"
5689;"";2;6;"2";"912"
5690;"";2;3;"2";"835"
5691;"";2;2;"2";"877"
5692;"";2;2;"2";"1020"
5693;"";1;6;"1";"724"
5694;"";2;1;"2";"819"
5695;"";2;1;"2";"535"
5696;"";2;8;"2";"914"
5697;"";1;5;"1";"773"
5698;"";2;5;"2";"527"
5699;"";1;8;"1";"687"
5700;"";2;7;"2";"1019"
5701;"";2;1;"2";"589"
5702;"";1;4;"1";"789"
5703;"";2;5;"2";"501"
5704;"";2;8;"2";"863"
5705;"";1;7;"1";"798"
5706;"";1;7;"1";"912"
5707;"";1;5;"1";"651"
5708;"";1;2;"1";"995"
5709;"";1;6;"1";"614"
5710;"";2;3;"2";"842"
5711;"";2;2;"2";"531"
