"codigo_funcionario","email_funcionario","codigo_empresa","valor_beneficio"
"4829","","3","785"
"4830","","4","714"
"4831","","4","1034"
"4832","","3","803"
"4833","","4","989"
"4834","","2","608"
"4835","","3","592"
"4836","","8","851"
"4837","","5","726"
"4838","","5","850"
"4839","","1","963"
"4840","","6","862"
"4841","","2","503"
"4842","","3","1028"
"4843","","8","934"
"4844","","6","935"
"4845","","6","637"
"4846","","8","997"
"4847","","6","964"
"4848","","5","1012"
"4849","","8","849"
"4850","","2","795"
"4851","","8","814"
"4852","","1","824"
"4853","","2","881"
"4854","","6","525"
"4855","","8","504"
"4856","","8","707"
"4857","","7","715"
"4858","","4","958"
"4859","","7","656"
"4860","","3","822"
"4861","","8","991"
"4862","","2","700"
"4863","","6","859"
"4864","","2","950"
"4865","","3","922"
"4866","","5","591"
"4867","","8","631"
"4868","","7","591"
"4869","","4","657"
"4870","","4","960"
"4871","","1","824"
"4872","","7","597"
"4873","","4","756"
"4874","","7","877"
"4875","","5","876"
"4876","","2","502"
"4877","","4","918"
"4878","","5","1006"
"4879","","8","787"
"4880","","2","878"
"4881","","1","585"
"4882","","2","905"
"4883","","4","1050"
"4884","","2","960"
"4885","","2","695"
"4886","","6","867"
"4887","","4","509"
"4888","","8","868"
"4889","","1","704"
"4890","","1","891"
"4891","","5","753"
"4892","","2","757"
"4893","","6","840"
"4894","","8","1040"
"4895","","2","567"
"4896","","6","815"
"4897","","6","1005"
"4898","","7","663"
"4899","","6","744"
"4900","","5","620"
"4901","","2","917"
"4902","","1","548"
"4903","","7","1049"
"4904","","3","649"
"4905","","4","788"
"4906","","1","824"
"4907","","4","787"
"4908","","6","864"
"4909","","1","780"
"4910","","5","800"
"4911","","1","1010"
"4912","","2","943"
"4913","","1","652"
"4914","","5","884"
"4915","","5","615"
"4916","","6","801"
"4917","","8","708"
"4918","","5","681"
"4919","","1","765"
"4920","","8","840"
"4921","","5","810"
"4922","","1","577"
"4923","","4","912"
"4924","","5","592"
"4925","","4","935"
"4926","","7","503"
"4927","","8","737"
"4928","","4","645"
"4929","","5","557"
"4930","","7","750"
"4931","","5","817"
"4932","","2","762"
"4933","","8","938"
"4934","","7","576"
"4935","","6","1005"
"4936","","3","904"
"4937","","6","758"
"4938","","1","686"
"4939","","1","553"
"4940","","7","835"
"4941","","1","820"
"4942","","6","854"
"4943","","4","971"
"4944","","8","890"
"4945","","6","1022"
"4946","","6","975"
"4947","","4","821"
"4948","","8","928"
"4949","","5","580"
"4950","","4","973"
"4951","","6","872"
"4952","","6","710"
"4953","","2","562"
"4954","","4","939"
"4955","","4","722"
"4956","","5","914"
"4957","","3","665"
"4958","","2","661"
"4959","","7","552"
"4960","","4","741"
"4961","","2","548"
"4962","","5","826"
"4963","","8","650"
"4964","","6","538"
"4965","","2","992"
"4966","","3","893"
"4967","","1","937"
"4968","","7","808"
"4969","","5","840"
"4970","","6","762"
"4971","","6","935"
"4972","","7","927"
"4973","","7","987"
"4974","","4","566"
"4975","","7","524"
"4976","","7","648"
"4977","","1","747"
"4978","","2","601"
"4979","","6","663"
"4980","","3","738"
"4981","","4","675"
"4982","","1","782"
"4983","","8","1019"
"4984","","2","733"
"4985","","7","912"
"4986","","2","786"
"4987","","4","715"
"4988","","7","623"
"4989","","8","627"
"4990","","8","973"
"4991","","7","536"
"4992","","4","708"
"4993","","4","573"
"4994","","8","809"
"4995","","4","876"
"4996","","5","666"
"4997","","6","502"
"4998","","7","503"
"4999","","5","1005"
"5000","","4","1032"
"5001","","1","668"
"5002","","3","1033"
"5003","","2","902"
"5004","","7","764"
"5005","","8","660"
"5006","","1","1007"
"5007","","7","902"
"5008","","4","710"
"5009","","7","850"
"5010","","4","517"
"5011","","8","559"
"5012","","1","552"
"5013","","3","886"
"5014","","1","559"
"5015","","5","731"
"5016","","2","862"
"5017","","3","560"
"5018","","4","781"
"5019","","8","504"
"5020","","7","677"
"5021","","5","968"
"5022","","3","926"
"5023","","3","852"
"5024","","8","607"
"5025","","8","628"
"5026","","8","890"
"5027","","4","556"
"5028","","1","682"
"5029","","8","1046"
"5030","","8","656"
"5031","","8","897"
"5032","","8","1028"
"5033","","8","747"
"5034","","4","510"
"5035","","8","621"
"5036","","4","726"
"5037","","2","895"
"5038","","5","704"
"5039","","5","803"
"5040","","6","501"
"5041","","2","771"
"5042","","7","692"
"5043","","4","577"
"5044","","6","897"
"5045","","4","872"
"5046","","1","677"
"5047","","7","878"
"5048","","4","807"
"5049","","3","1006"
"5050","","2","835"
"5051","","8","919"
"5052","","3","861"
"5053","","1","856"
"5054","","6","794"
"5055","","1","709"
"5056","","2","757"
"5057","","2","1030"
"5058","","5","727"
"5059","","1","919"
"5060","","6","516"
"5061","","8","672"
"5062","","3","953"
"5063","","6","675"
"5064","","2","739"
"5065","","1","786"
"5066","","7","726"
"5067","","1","863"
"5068","","4","949"
"5069","","4","736"
"5070","","3","685"
"5071","","6","886"
"5072","","6","964"
"5073","","3","859"
"5074","","3","530"
"5075","","3","941"
"5076","","2","582"
"5077","","2","519"
"5078","","8","1019"
"5079","","1","584"
"5080","","2","527"
"5081","","5","808"
"5082","","7","801"
"5083","","2","851"
"5084","","1","932"
"5085","","5","609"
"5086","","6","806"
"5087","","4","965"
"5088","","8","827"
"5089","","4","853"
"5090","","5","864"
"5091","","8","859"
"5092","","4","854"
"5093","","6","1016"
"5094","","1","809"
"5095","","6","909"
"5096","","6","630"
"5097","","5","658"
"5098","","7","548"
"5099","","6","551"
"5100","","7","717"
"5101","","4","564"
"5102","","1","957"
"5103","","2","1042"
"5104","","8","917"
"5105","","4","713"
"5106","","2","895"
"5107","","7","921"
"5108","","5","814"
"5109","","2","727"
"5110","","1","618"
"5111","","2","527"
"5112","","1","994"
"5113","","3","876"
"5114","","5","760"
"5115","","1","1035"
"5116","","3","501"
"5117","","3","581"
"5118","","2","998"
"5119","","3","516"
"5120","","2","948"
"5121","","2","614"
"5122","","8","771"
"5123","","2","839"
"5124","","8","635"
"5125","","3","943"
"5126","","1","617"
"5127","","8","692"
"5128","","6","677"
"5129","","5","897"
"5130","","8","525"
"5131","","3","875"
"5132","","4","677"
"5133","","8","796"
"5134","","8","571"
"5135","","1","988"
"5136","","6","757"
"5137","","4","934"
"5138","","8","1050"
"5139","","8","845"
"5140","","2","725"
"5141","","1","697"
"5142","","1","520"
"5143","","3","510"
"5144","","6","826"
"5145","","7","1026"
"5146","","4","772"
"5147","","5","899"
"5148","","1","912"
"5149","","7","775"
"5150","","4","943"
"5151","","1","750"
"5152","","7","686"
"5153","","6","562"
"5154","","1","675"
"5155","","6","706"
"5156","","3","786"
"5157","","8","765"
"5158","","3","814"
"5159","","2","851"
"5160","","1","795"
"5161","","5","850"
"5162","","2","569"
"5163","","3","529"
"5164","","5","651"
"5165","","5","1027"
"5166","","5","644"
"5167","","6","1036"
"5168","","7","835"
"5169","","4","593"
"5170","","8","986"
"5171","","2","662"
"5172","","4","511"
"5173","","6","1014"
"5174","","2","580"
"5175","","1","755"
"5176","","7","609"
"5177","","2","622"
"5178","","1","640"
"5179","","4","705"
"5180","","6","965"
"5181","","6","965"
"5182","","3","904"
"5183","","2","1027"
"5184","","4","649"
"5185","","8","923"
"5186","","2","791"
"5187","","7","811"
"5188","","1","557"
"5189","","8","511"
"5190","","8","564"
"5191","","1","571"
"5192","","4","753"
"5193","","8","680"
"5194","","1","918"
"5195","","3","1026"
"5196","","2","1008"
"5197","","4","987"
"5198","","3","983"
"5199","","1","526"
"5200","","1","669"
"5201","","7","993"
"5202","","6","1022"
"5203","","4","897"
"5204","","7","646"
"5205","","6","631"
"5206","","2","1029"
"5207","","8","941"
"5208","","7","613"
"5209","","3","954"
"5210","","2","569"
"5211","","6","862"
"5212","","5","1026"
"5213","","3","522"
"5214","","8","633"
"5215","","8","957"
"5216","","3","1023"
"5217","","3","715"
"5218","","7","781"
"5219","","4","996"
"5220","","6","630"
"5221","","8","957"
"5222","","4","671"
"5223","","2","920"
"5224","","4","571"
"5225","","1","728"
"5226","","7","1021"
"5227","","1","547"
"5228","","7","598"
"5229","","1","850"
"5230","","5","1022"
"5231","","2","940"
"5232","","2","888"
"5233","","3","750"
"5234","","1","738"
"5235","","4","1048"
"5236","","4","666"
"5237","","4","843"
"5238","","5","785"
"5239","","4","971"
"5240","","7","867"
"5241","","6","699"
"5242","","2","989"
"5243","","4","571"
"5244","","1","602"
"5245","","4","537"
"5246","","5","531"
"5247","","8","685"
"5248","","8","642"
"5249","","3","899"
"5250","","5","861"
"5251","","4","577"
"5252","","4","718"
"5253","","5","866"
"5254","","2","589"
"5255","","6","692"
"5256","","6","587"
"5257","","3","555"
"5258","","3","589"
"5259","","7","887"
"5260","","1","886"
"5261","","7","830"
"5262","","4","1024"
"5263","","4","802"
"5264","","3","1009"
"5265","","6","867"
"5266","","7","531"
"5267","","8","767"
"5268","","6","549"
"5269","","1","557"
"5270","","3","508"
"5271","","5","674"
"5272","","7","588"
"5273","","5","522"
"5274","","7","944"
"5275","","8","660"
"5276","","7","640"
"5277","","8","897"
"5278","","4","651"
"5279","","5","1043"
"5280","","4","547"
"5281","","7","536"
"5282","","7","783"
"5283","","4","640"
"5284","","7","971"
"5285","","4","694"
"5286","","8","786"
"5287","","6","831"
"5288","","7","744"
"5289","","4","952"
"5290","","8","882"
"5291","","5","847"
"5292","","8","511"
"5293","","1","788"
"5294","","2","880"
"5295","","8","656"
"5296","","7","1044"
"5297","","7","883"
"5298","","8","561"
"5299","","7","673"
"5300","","5","925"
"5301","","6","593"
"5302","","3","1001"
"5303","","5","671"
"5304","","2","874"
"5305","","4","518"
"5306","","2","961"
"5307","","3","986"
"5308","","3","908"
"5309","","1","1039"
"5310","","8","1001"
"5311","","8","1023"
"5312","","5","967"
"5313","","3","906"
"5314","","6","1015"
"5315","","3","687"
"5316","","3","569"
"5317","","3","585"
"5318","","2","793"
"5319","","4","614"
"5320","","1","814"
"5321","","3","900"
"5322","","8","968"
"5323","","3","703"
"5324","","1","846"
"5325","","8","1011"
"5326","","6","858"
"5327","","7","614"
"5328","","8","1003"
"5329","","8","963"
"5330","","1","792"
"5331","","8","894"
"5332","","4","639"
"5333","","1","884"
"5334","","2","515"
"5335","","3","538"
"5336","","7","584"
"5337","","2","623"
"5338","","3","800"
"5339","","6","767"
"5340","","4","999"
"5341","","3","553"
"5342","","7","718"
"5343","","6","651"
"5344","","6","1023"
"5345","","5","842"
"5346","","8","640"
"5347","","2","844"
"5348","","1","685"
"5349","","1","727"
"5350","","3","964"
"5351","","5","733"
"5352","","6","879"
"5353","","1","520"
"5354","","1","895"
"5355","","5","935"
"5356","","1","800"
"5357","","4","995"
"5358","","3","591"
"5359","","6","645"
"5360","","5","841"
"5361","","3","1006"
"5362","","5","529"
"5363","","1","691"
"5364","","7","501"
"5365","","4","1046"
"5366","","5","557"
"5367","","8","870"
"5368","","2","930"
"5369","","6","941"
"5370","","4","847"
"5371","","2","986"
"5372","","5","512"
"5373","","4","702"
"5374","","3","802"
"5375","","1","647"
"5376","","5","899"
"5377","","8","959"
"5378","","8","798"
"5379","","2","719"
"5380","","5","821"
"5381","","2","727"
"5382","","4","622"
"5383","","3","840"
"5384","","7","802"
"5385","","1","1006"
"5386","","5","1050"
"5387","","7","806"
"5388","","8","851"
"5389","","7","768"
"5390","","4","599"
"5391","","2","870"
"5392","","4","537"
"5393","","2","525"
"5394","","6","843"
"5395","","3","1016"
"5396","","4","1007"
"5397","","2","1012"
"5398","","1","776"
"5399","","4","935"
"5400","","4","792"
"5401","","6","1013"
"5402","","7","517"
"5403","","2","1031"
"5404","","7","869"
"5405","","3","1023"
"5406","","4","1011"
"5407","","7","1046"
"5408","","8","903"
"5409","","6","666"
"5410","","8","997"
"5411","","4","820"
"5412","","2","500"
"5413","","3","510"
"5414","","5","1036"
"5415","","2","854"
"5416","","3","532"
"5417","","4","969"
"5418","","6","542"
"5419","","2","816"
"5420","","6","527"
"5421","","7","943"
"5422","","7","525"
"5423","","6","561"
"5424","","3","646"
"5425","","6","933"
"5426","","6","676"
"5427","","5","931"
"5428","","3","531"
"5429","","4","1004"
"5430","","6","875"
"5431","","5","561"
"5432","","4","800"
"5433","","8","548"
"5434","","6","1028"
"5435","","2","805"
"5436","","2","918"
"5437","","7","626"
"5438","","8","833"
"5439","","4","1013"
"5440","","7","537"
"5441","","3","643"
"5442","","8","982"
"5443","","6","1035"
"5444","","6","737"
"5445","","5","667"
"5446","","3","1028"
"5447","","3","603"
"5448","","1","508"
"5449","","3","857"
"5450","","4","810"
"5451","","8","897"
"5452","","4","731"
"5453","","4","578"
"5454","","8","787"
"5455","","6","1037"
"5456","","2","733"
"5457","","8","557"
"5458","","7","564"
"5459","","7","683"
"5460","","6","849"
"5461","","3","500"
"5462","","7","545"
"5463","","7","953"
"5464","","3","940"
"5465","","4","581"
"5466","","2","882"
"5467","","2","674"
"5468","","4","599"
"5469","","4","503"
"5470","","6","702"
"5471","","4","909"
"5472","","5","740"
"5473","","1","522"
"5474","","3","586"
"5475","","7","701"
"5476","","1","921"
"5477","","7","739"
"5478","","8","906"
"5479","","5","1013"
"5480","","6","953"
"5481","","6","569"
"5482","","5","593"
"5483","","3","615"
"5484","","6","726"
"5485","","2","650"
"5486","","8","654"
"5487","","8","565"
"5488","","4","823"
"5489","","5","978"
"5490","","1","756"
"5491","","6","738"
"5492","","6","935"
"5493","","8","1046"
"5494","","1","897"
"5495","","5","814"
"5496","","6","617"
"5497","","2","863"
"5498","","2","705"
"5499","","4","690"
"5500","","8","854"
"5501","","1","1031"
"5502","","5","556"
"5503","","1","943"
"5504","","8","586"
"5505","","7","977"
"5506","","4","668"
"5507","","7","919"
"5508","","5","611"
"5509","","6","885"
"5510","","6","652"
"5511","","8","592"
"5512","","5","585"
"5513","","8","702"
"5514","","2","1044"
"5515","","1","781"
"5516","","7","887"
"5517","","3","561"
"5518","","3","714"
"5519","","4","595"
"5520","","3","955"
"5521","","7","768"
"5522","","4","573"
"5523","","2","954"
"5524","","4","521"
"5525","","5","651"
"5526","","3","781"
"5527","","3","950"
"5528","","7","728"
"5529","","7","532"
"5530","","7","1022"
"5531","","4","660"
"5532","","5","1019"
"5533","","5","835"
"5534","","2","712"
"5535","","5","774"
"5536","","3","649"
"5537","","7","1015"
"5538","","5","967"
"5539","","5","624"
"5540","","1","921"
"5541","","2","1030"
"5542","","1","1038"
"5543","","8","982"
"5544","","8","787"
"5545","","6","702"
"5546","","1","632"
"5547","","6","852"
"5548","","8","650"
"5549","","3","762"
"5550","","5","635"
"5551","","8","609"
"5552","","1","631"
"5553","","7","683"
"5554","","1","922"
"5555","","7","666"
"5556","","6","606"
"5557","","8","561"
"5558","","4","817"
"5559","","4","779"
"5560","","3","841"
"5561","","6","568"
"5562","","8","945"
"5563","","7","775"
"5564","","7","1049"
"5565","","8","565"
"5566","","1","653"
"5567","","5","1049"
"5568","","1","949"
"5569","","3","746"
"5570","","5","695"
"5571","","3","987"
"5572","","5","891"
"5573","","5","799"
"5574","","2","908"
"5575","","7","938"
"5576","","4","700"
"5577","","1","697"
"5578","","5","955"
"5579","","6","555"
"5580","","6","972"
"5581","","2","666"
"5582","","1","926"
"5583","","3","959"
"5584","","5","834"
"5585","","1","528"
"5586","","8","638"
"5587","","2","764"
"5588","","6","545"
"5589","","8","1041"
"5590","","2","951"
"5591","","8","787"
"5592","","7","526"
"5593","","4","606"
"5594","","1","1037"
"5595","","6","780"
"5596","","2","570"
"5597","","1","704"
"5598","","5","658"
"5599","","7","822"
"5600","","3","686"
"5601","","4","750"
"5602","","7","726"
"5603","","4","649"
"5604","","4","741"
"5605","","5","884"
"5606","","6","864"
"5607","","5","677"
"5608","","7","985"
"5609","","1","822"
"5610","","8","801"
"5611","","1","747"
"5612","","6","888"
"5613","","2","700"
"5614","","5","507"
"5615","","3","920"
"5616","","8","748"
"5617","","2","715"
"5618","","1","779"
"5619","","7","705"
"5620","","7","563"
"5621","","7","626"
"5622","","1","622"
"5623","","3","700"
"5624","","2","664"
"5625","","7","930"
"5626","","6","535"
"5627","","5","672"
"5628","","3","975"
"5629","","5","860"
"5630","","8","981"
"5631","","3","514"
"5632","","5","915"
"5633","","3","818"
"5634","","5","794"
"5635","","4","922"
"5636","","3","946"
"5637","","4","1004"
"5638","","8","943"
"5639","","6","721"
"5640","","4","895"
"5641","","5","656"
"5642","","7","587"
"5643","","2","1019"
"5644","","1","508"
"5645","","1","857"
"5646","","5","951"
"5647","","3","1045"
"5648","","8","977"
"5649","","1","696"
"5650","","5","852"
"5651","","4","828"
"5652","","8","500"
"5653","","6","621"
"5654","","6","701"
"5655","","3","949"
"5656","","1","1016"
"5657","","7","843"
"5658","","1","775"
"5659","","3","981"
"5660","","4","914"
"5661","","7","992"
"5662","","1","508"
"5663","","7","615"
"5664","","8","835"
"5665","","1","728"
"5666","","4","667"
"5667","","7","808"
"5668","","7","871"
"5669","","6","993"
"5670","","7","727"
"5671","","6","1035"
"5672","","6","626"
"5673","","2","690"
"5674","","3","735"
"5675","","4","829"
"5676","","2","892"
"5677","","2","996"
"5678","","6","547"
"5679","","6","696"
"5680","","7","816"
"5681","","7","1001"
"5682","","6","770"
"5683","","2","637"
"5684","","4","827"
"5685","","5","507"
"5686","","2","943"
"5687","","8","967"
"5688","","6","929"
"5689","","6","912"
"5690","","3","835"
"5691","","2","877"
"5692","","2","1020"
"5693","","6","724"
"5694","","1","819"
"5695","","1","535"
"5696","","8","914"
"5697","","5","773"
"5698","","5","527"
"5699","","8","687"
"5700","","7","1019"
"5701","","1","589"
"5702","","4","789"
"5703","","5","501"
"5704","","8","863"
"5705","","7","798"
"5706","","7","912"
"5707","","5","651"
"5708","","2","995"
"5709","","6","614"
"5710","","3","842"
"5711","","2","531"
"5712","","6","682"
"5713","","6","883"
"5714","","1","628"
"5715","","1","789"
"5716","","2","964"
"5717","","7","589"
"5718","","3","722"
"5719","","7","681"
"5720","","7","933"
"5721","","6","664"
"5722","","3","507"
"5723","","7","1032"
"5724","","7","1029"
"5725","","8","878"
"5726","","5","734"
"5727","","4","694"
"5728","","2","566"
"5729","","8","670"
"5730","","6","901"
"5731","","4","761"
"5732","","4","989"
"5733","","5","750"
"5734","","6","761"
"5735","","4","1039"
"5736","","2","767"
"5737","","7","869"
"5738","","4","803"
"5739","","5","676"
"5740","","6","910"
"5741","","4","956"
"5742","","8","532"
"5743","","2","552"
"5744","","2","944"
"5745","","7","856"
"5746","","5","996"
"5747","","2","704"
"5748","","3","664"
"5749","","7","855"
"5750","","2","784"
"5751","","2","669"
"5752","","1","569"
"5753","","4","812"
"5754","","2","678"
"5755","","8","708"
"5756","","3","879"
"5757","","8","563"
"5758","","1","925"
"5759","","4","714"
"5760","","1","987"
"5761","","8","920"
"5762","","4","767"
"5763","","2","810"
"5764","","8","636"
"5765","","1","724"
"5766","","2","731"
"5767","","7","642"
"5768","","8","870"
"5769","","5","755"
"5770","","1","574"
"5771","","5","506"
"5772","","6","681"
"5773","","6","840"
"5774","","6","849"
"5775","","1","1025"
"5776","","8","620"
"5777","","4","980"
"5778","","1","608"
"5779","","2","503"
"5780","","1","629"
"5781","","3","1003"
"5782","","2","744"
"5783","","8","750"
"5784","","1","768"
"5785","","8","791"
"5786","","5","701"
"5787","","2","560"
"5788","","5","875"
"5789","","6","834"
"5790","","1","618"
"5791","","8","937"
"5792","","7","992"
"5793","","1","574"
"5794","","5","875"
"5795","","2","1025"
"5796","","1","760"
"5797","","5","761"
"5798","","7","593"
"5799","","6","804"
"5800","","6","769"
"5801","","1","801"
"5802","","2","727"
"5803","","4","1029"
"5804","","5","833"
"5805","","5","980"
"5806","","6","942"
"5807","","5","521"
"5808","","6","503"
"5809","","2","888"
"5810","","5","913"
"5811","","1","769"
"5812","","2","980"
"5813","","7","549"
"5814","","6","694"
"5815","","8","1021"
"5816","","4","794"
"5817","","3","521"
"5818","","5","836"
"5819","","5","725"
"5820","","4","606"
"5821","","7","922"
"5822","","7","656"
"5823","","7","968"
"5824","","2","818"
"5825","","6","751"
"5826","","6","560"
"5827","","8","902"
"5828","","3","955"
"5829","","1","788"
"5830","","1","936"
"5831","","3","1019"
"5832","","5","920"
"5833","","1","829"
"5834","","5","570"
"5835","","2","916"
"5836","","2","679"
"5837","","8","800"
"5838","","8","904"
"5839","","1","593"
"5840","","2","931"
"5841","","7","774"
"5842","","2","689"
"5843","","2","863"
"5844","","1","751"
"5845","","6","835"
"5846","","7","953"
"5847","","1","528"
"5848","","6","1035"
"5849","","7","873"
"5850","","6","778"
"5851","","7","592"
"5852","","3","838"
"5853","","6","673"
"5854","","1","518"
"5855","","1","757"
"5856","","3","638"
"5857","","1","880"
"5858","","8","946"
"5859","","5","783"
"5860","","4","984"
"5861","","5","684"
"5862","","3","734"
"5863","","6","876"
"5864","","3","607"
"5865","","8","925"
"5866","","6","603"
"5867","","8","1043"
"5868","","6","563"
"5869","","4","840"
"5870","","4","972"
"5871","","5","592"
"5872","","6","992"
"5873","","2","877"
"5874","","3","512"
"5875","","2","909"
"5876","","8","566"
"5877","","3","957"
"5878","","8","762"
"5879","","6","619"
"5880","","7","788"
"5881","","6","663"
"5882","","2","670"
"5883","","6","1016"
"5884","","2","708"
"5885","","5","587"
"5886","","8","774"
"5887","","2","1038"
"5888","","8","975"
"5889","","6","905"
"5890","","5","767"
"5891","","6","561"
"5892","","5","974"
"5893","","6","857"
"5894","","7","983"
"5895","","3","945"
"5896","","8","625"
"5897","","8","712"
"5898","","4","509"
"5899","","1","757"
"5900","","7","938"
"5901","","6","821"
"5902","","2","1022"
"5903","","4","646"
"5904","","5","752"
"5905","","7","677"
"5906","","6","778"
"5907","","2","521"
"5908","","6","1033"
"5909","","2","903"
"5910","","1","898"
"5911","","2","1004"
"5912","","1","560"
"5913","","5","1003"
"5914","","1","684"
"5915","","5","597"
"5916","","6","732"
"5917","","2","608"
"5918","","6","740"
"5919","","1","516"
"5920","","4","992"
"5921","","5","1005"
"5922","","6","850"
"5923","","7","531"
"5924","","2","870"
"5925","","5","589"
"5926","","5","908"
"5927","","5","885"
"5928","","6","703"
"5929","","8","928"
"5930","","2","695"
"5931","","7","631"
"5932","","5","863"
"5933","","6","710"
"5934","","8","560"
"5935","","6","1042"
"5936","","3","984"
"5937","","2","679"
"5938","","2","850"
"5939","","2","812"
"5940","","6","711"
"5941","","4","979"
"5942","","2","836"
"5943","","6","971"
"5944","","7","815"
"5945","","4","957"
"5946","","3","539"
"5947","","8","844"
"5948","","6","562"
"5949","","5","827"
"5950","","7","859"
"5951","","4","994"
"5952","","2","589"
"5953","","7","700"
"5954","","8","763"
"5955","","1","623"
"5956","","7","1028"
"5957","","6","978"
"5958","","1","639"
"5959","","7","966"
"5960","","8","647"
"5961","","2","625"
"5962","","6","859"
"5963","","5","598"
"5964","","7","807"
"5965","","2","1044"
"5966","","8","505"
"5967","","5","837"
"5968","","4","842"
"5969","","5","500"
"5970","","8","608"
"5971","","8","743"
"5972","","6","688"
"5973","","4","782"
"5974","","2","708"
"5975","","1","806"
"5976","","2","503"
"5977","","5","571"
"5978","","3","741"
"5979","","5","599"
"5980","","6","565"
"5981","","6","983"
"5982","","3","731"
"5983","","1","607"
"5984","","8","590"
"5985","","7","972"
"5986","","2","519"
"5987","","2","931"
"5988","","7","970"
"5989","","2","703"
"5990","","1","679"
"5991","","5","717"
"5992","","4","835"
"5993","","1","802"
"5994","","4","795"
"5995","","2","838"
"5996","","5","925"
"5997","","8","546"
"5998","","7","761"
"5999","","4","994"
"6000","","1","837"
"6001","","5","932"
"6002","","3","537"
"6003","","8","624"
"6004","","1","940"
"6005","","6","683"
"6006","","2","557"
"6007","","2","565"
"6008","","7","656"
"6009","","2","879"
"6010","","2","1012"
"6011","","8","1023"
"6012","","3","558"
"6013","","8","929"
"6014","","1","1034"
"6015","","3","625"
"6016","","2","763"
"6017","","6","788"
"6018","","2","955"
"6019","","2","718"
"6020","","7","645"
"6021","","5","627"
"6022","","6","921"
"6023","","2","532"
"6024","","3","1002"
"6025","","7","951"
"6026","","8","751"
"6027","","8","618"
"6028","","2","943"
"6029","","4","518"
"6030","","7","546"
"6031","","2","596"
"6032","","8","659"
"6033","","3","754"
"6034","","1","696"
"6035","","5","672"
"6036","","5","914"
"6037","","1","819"
"6038","","1","583"
"6039","","2","587"
"6040","","8","657"
"6041","","2","880"
"6042","","6","871"
"6043","","4","870"
"6044","","8","886"
"6045","","4","1020"
"6046","","4","556"
"6047","","5","981"
"6048","","5","791"
"6049","","4","649"
"6050","","4","863"
"6051","","1","1027"
"6052","","6","683"
"6053","","5","603"
"6054","","5","919"
"6055","","8","844"
"6056","","1","936"
"6057","","3","1014"
"6058","","5","810"
"6059","","6","680"
"6060","","5","781"
"6061","","2","641"
"6062","","7","734"
"6063","","7","977"
"6064","","3","542"
"6065","","6","809"
"6066","","7","930"
"6067","","4","949"
"6068","","6","705"
"6069","","6","721"
"6070","","3","677"
"6071","","2","906"
"6072","","5","698"
"6073","","2","794"
"6074","","3","754"
"6075","","5","600"
"6076","","6","819"
"6077","","5","802"
"6078","","5","689"
"6079","","1","548"
"6080","","7","968"
"6081","","1","982"
"6082","","3","843"
"6083","","5","839"
"6084","","7","557"
"6085","","4","608"
"6086","","5","571"
"6087","","8","654"
"6088","","4","934"
"6089","","1","758"
"6090","","2","1042"
"6091","","6","701"
"6092","","5","893"
"6093","","8","532"
"6094","","7","951"
"6095","","4","863"
"6096","","1","573"
"6097","","3","720"
"6098","","1","713"
"6099","","4","578"
"6100","","4","598"
"6101","","4","741"
"6102","","4","743"
"6103","","8","583"
"6104","","7","735"
"6105","","6","653"
"6106","","3","970"
"6107","","8","757"
"6108","","3","895"
"6109","","4","715"
"6110","","2","1020"
"6111","","5","754"
"6112","","4","944"
"6113","","2","753"
"6114","","1","555"
"6115","","5","616"
"6116","","7","653"
"6117","","2","769"
"6118","","1","719"
"6119","","2","625"
"6120","","5","549"
"6121","","8","803"
"6122","","4","537"
"6123","","2","643"
"6124","","7","671"
"6125","","2","701"
"6126","","1","712"
"6127","","7","695"
"6128","","8","751"
"6129","","6","516"
"6130","","7","1039"
"6131","","1","800"
"6132","","1","565"
"6133","","2","543"
"6134","","7","927"
"6135","","4","1038"
"6136","","7","1040"
"6137","","1","714"
"6138","","1","1037"
"6139","","8","662"
"6140","","3","883"
"6141","","1","1023"
"6142","","8","818"
"6143","","2","960"
"6144","","8","879"
"6145","","4","789"
"6146","","7","751"
"6147","","3","827"
"6148","","7","686"
"6149","","4","872"
"6150","","3","958"
"6151","","7","841"
"6152","","5","643"
"6153","","1","629"
"6154","","5","762"
"6155","","5","1006"
"6156","","7","930"
"6157","","1","648"
"6158","","1","936"
"6159","","3","648"
"6160","","8","1038"
"6161","","2","622"
"6162","","4","581"
"6163","","4","864"
"6164","","6","510"
"6165","","8","935"
"6166","","2","1005"
"6167","","3","761"
"6168","","5","832"
"6169","","7","916"
"6170","","3","700"
"6171","","8","1044"
"6172","","2","532"
"6173","","1","587"
"6174","","5","738"
"6175","","6","668"
"6176","","6","670"
"6177","","1","1020"
"6178","","3","1006"
"6179","","7","793"
"6180","","2","930"
"6181","","6","868"
"6182","","4","567"
"6183","","1","825"
"6184","","6","632"
"6185","","6","726"
"6186","","5","727"
"6187","","4","994"
"6188","","8","556"
"6189","","1","854"
"6190","","2","1031"
"6191","","1","680"
"6192","","8","681"
"6193","","7","916"
"6194","","8","907"
"6195","","3","696"
"6196","","4","964"
"6197","","4","553"
"6198","","7","584"
"6199","","1","773"
"6200","","8","535"
"6201","","5","757"
"6202","","7","782"
"6203","","6","893"
"6204","","8","855"
"6205","","7","577"
"6206","","6","845"
"6207","","5","862"
"6208","","1","883"
"6209","","3","802"
"6210","","6","721"
"6211","","4","741"
